,id,text,start_time
0,1464806251020304388,"The new #Omicron variant of #COVID19 has popped up in more #European countries, just days after being identified in #SouthAfrica, leaving #governments around the world scrambling to stop the spread https://t.co/JsxQWtn3Sa",2021-11-28T00:00:00Z
1,1464806220032712710,"The government is taking Aborigines tribes, putting them in camps. This is a human rights violation!  #Omicron

Check out benjaminmossman1's video! #TikTok https://t.co/8gKGXEZE6O",2021-11-28T00:00:00Z
2,1464806216287367173,"Today, I lost my voice. By the afternoon, literally, speechless. Still, went out to dinner. Was unusual-didn’t speak but listened to a group of warm, intelligent people chatting. In the shadow of #Omicron, deeply grateful for days like this. COVID teaches us to seize the moment.",2021-11-28T00:00:00Z
3,1464806214949163013,"@VictorianCHO says it will be “impossible” to keep the #Omicron strain out, with Victorias history of failing to keep out all previous less transmissible strains of #Covid19. 

Brett Sutton declared it may be a “step too far” to close the borders to all international arrivals.",2021-11-28T00:00:00Z
4,1464806210176270348,"@rosenbusch_ Whether we like it or not
there is a type of fusion and CONFUSION between conspiratorial sources...and official ones
+
#Omicron episode of #Covid19 medical SHOW inspired by Grey Anatomy forever Seasons ??
=
TERRIBLE #Covid19 reality show !!
BOOOO
WRAP IT UP !! NOW !!
@cnnbrk @BBC https://t.co/HO0KnIpwXG",2021-11-28T00:00:00Z
5,1464806197530271744,"I can't thank you enough @MoHFW_INDIA @MoCA_GoI @PMOIndia @DHFWKA for letting #B11529variant enter into India.
Hope @ICMRDELHI issued a routine statement as not to panic as usual.

Wishing #Omicron to spread quickly &amp; generate more revenue to pharma mafia.
https://t.co/a4aXs4wQYm",2021-11-28T00:00:00Z
6,1464806191381504003,Comment which #crypto will you be buying in this dip? #BTC #Omicron #blockchain,2021-11-28T00:00:00Z
7,1464806188072124424,"#Omicron wants to know your location!

#coronavirus https://t.co/ON14BgpXnH",2021-11-28T00:00:00Z
8,1464806183169048584,"#Omicron coronavirus variant may already be in the US, says Anthony Fauci  https://t.co/Fdy0B5xsNQ https://t.co/SyRYqjWdij",2021-11-28T00:00:00Z
9,1464806170145738762,"The new #Omicron variant is a pandemic gut check
https://t.co/ViDvoaob5t",2021-11-28T00:00:00Z
10,1464806150470189060,"New year, new plans and Corona virus urge to come up with new mutants🤷
#Omicron emerges as another variant of concern.
Keep the masks up, and keep the safe distance from people. It's otherwise good as well😄",2021-11-28T00:00:00Z
11,1464806130014687239,Good move @OfficeofUT Now please put the checks on International travel ✈️- Close the borders 😷 of MH #Omicron #COVID19 https://t.co/RXyrKnujgA,2021-11-28T00:00:00Z
12,1464806117024825357,"@POTUS  Why don't send all #children home from #schools and #Teachers knowing that there's another more virulent #pandemic that is spreading across the globe? Before will hold in #USA ?  Please let them come home and be safe you are our leader #Omicron 
https://t.co/94Yb2Cu7tL",2021-11-28T00:00:00Z
13,1464806116756537345,If your still taking covid serious after the #msm absolute joke of lies this month then you my friend are a fuckkkkin moron  #Omicron,2021-11-28T00:00:00Z
14,1464806100117581828,@SocialHawker @CMOMaharashtra @VarshaEGaikwad @EduMinOfIndia @MoHFW_INDIA @narendramodi @AmitShah @RahulGandhi @CPMumbaiPolice @rajeshtope11 @mybmcHealthDept @AyushmanNHA Thanks a lot for sharing. Keep forwarding to everyone to keep them informed about #Omicron threat!,2021-11-28T00:00:00Z
15,1464806051404865539,Israel temporarily closes borders to prevent spread of Omicron strain: Prime Minister | Indiablooms - First Portal on Digital News Management https://t.co/z6m4j4CfsP #Israel #COVID19 #Omicron #SouthAfrica #NaftaliBennett,2021-11-28T00:00:00Z
16,1464806001492705281,"Are you looking for Architectural 3D Rendering 3d Modeling of Exterior house building?
Contact Me: https://t.co/23nzcqYWQQ
#architecturerender #Omicron #landscapearchitect #Mets #3dinteriordesign #3dhousedesign #exteriorrendering https://t.co/iSCLatYqTW",2021-11-28T00:00:00Z
17,1464805970832343041,I have noticed in many places nobody is wearing mask 😷 for them #Corona is over but now  Indian government should take action before it's too late #Omicron #covidvariant #lockdown #India https://t.co/Xgn1ZX5d6k,2021-11-28T00:00:00Z
18,1464805968227618817,"New Covid on the block is #Omicron its leathel ,extremely dangerous..India has to go back into shell again to save human life  @madhutrehan @harvardmed @aiims_nd @rimsha_elisa @drlodhi
@IamShaistaLodhi",2021-11-28T00:00:00Z
19,1464805931472986115,If there was no social media Covid would be long gone by now. #hottake #covid19 #Omicron,2021-11-28T00:00:00Z
20,1464805926196551689,"#Omicron 
Gear up Everyone !!
Govt will gearup only once mortality will be double ⏫⏫ !!",2021-11-28T00:00:00Z
21,1464805909847154692,"#doge season is coming. 1000x moon for #DartInu
- cmc, gecko, cex listing soon
- low mc, lock 1 year
- strong roadmap
- #DART Play to Earn
- 1 day old 

#BSC: 0x49152dd96be5a710facf9a8ab7de4343a49186d5
#Meta #dogecoin #Omicron #FLOKI #babydoge #MANA  #SHIB  #BSCGems #NFTs",2021-11-28T00:00:00Z
22,1464805906441330694,"#IndianArmy conducted a khairiyat patrol for the locals of village Ningali Bala &amp; Ningali Ghat. Sudden changes in weather lead to health issues for the locals. #Kashmir #IndianArmyForAwaam 
@RadioChinar #coronavirus #Omicron #shopsmall #BlackFriday https://t.co/S51bLdGIw6",2021-11-28T00:00:00Z
23,1464805874048778241,"Speaking at the 7th Episode of #health4all Dr Amitav Banerjee, Public Health Expert said #Newvariant #Omicron in South Africa is not a #threat #https://www.youtube.com/watch?v=VRInkWQRuCw 
@DPUPune
@SWADEEP
@malviyakk
@MoHFW_INDIA
@MeherMunjal
@HealthHeal
@HealthMinistryM",2021-11-28T00:00:00Z
24,1464805846806716418,Even a single case of #Omicron in India and it's D-Day. @PMOIndia @MoHFW_INDIA @MEAIndia @ICMRDELHI @COVIDNewsByMIB @moayush @AyushmanNHA @dwnews #WearAMask #SocialDistancing #GetVaccinated #covidvariant #COVID19,2021-11-28T00:00:00Z
25,1464805805497073678,"#SundayThoughts #sundayvibes 
#covidvariant 
#Omicron less virulent than previous strain. Be a responsible citizen
#COVID19 
#mask up India 😷 https://t.co/pR3otv2cmQ",2021-11-28T00:00:00Z
