,id,text,start_time
0,1465984007468843016,"All RTPCR tests and restrictions are checked only during air travel! Train journeys are horribly unsafe! Forget about tests, people don’t even wear mask in train coaches.

#IRCTC #indianrailway #omicron",2021-12-01T06:00:00Z
1,1465983965802778624,"#India's resumption plan of international flights from December 15 delayed over #Omicron fears

@MoHFW_INDIA @MoCA_GoI #coronavirus 
https://t.co/8EMTUUxaiA",2021-12-01T06:00:00Z
2,1465983903940943874,#SouthAfrica's transparency says everything about its humanity and scientific prowess. The #GlobalNorth's travel ban says everything about its opportunistic #racism. #Omicron https://t.co/goXiSM1DYf,2021-12-01T06:00:00Z
3,1465983890560937984,"🇯🇵Japan's transport ministry requests intl airlines cease taking reservations for all incoming flights to the country until 2022, over the Omicron variant
#Japan #omicron https://t.co/2wMYlQxpJj",2021-12-01T06:00:00Z
4,1465983838069436419,Watch this be the excuse for no carnival next year already. #Omicron #BorisJohnson,2021-12-01T06:00:00Z
5,1465983823431487488,"#India likely to postpone resumption of international flights in wake of #Omicron threat 

Civil Aviation ministry watching situation closely, to notify effective date in due course

https://t.co/99QRmDq6wD",2021-12-01T06:00:00Z
6,1465983816774811648,"THREAD: DOH's Dr. Eric Tayag clarifies #Omicron did not originate in South Africa. Instead, they were the one who reported and study the new variant.",2021-12-01T06:00:00Z
7,1465983720020717574,@fayedsouza Yes pls lots of people are confused today in regards to this Cryptocurrency. Government making people more scared in this regard #Omicron &amp; #cryptocurrecy BOTH HOT IN THIS BEAUTIFUL WEATHER https://t.co/MYNvsOCanz,2021-12-01T06:00:00Z
8,1465983690538991618,@CBSNews And the answer is in the tweet following. #Omicron #ToryCovidCatastrophe No mitigation measures for months &amp; months in #LiarJohnson’s England. Even now they are feeble &amp; gov’s own MPs defying the rules. Scotland &amp; Wales kept #WearAMask https://t.co/I0JDHmZ90q,2021-12-01T06:00:00Z
9,1465983605075628036,"Seegene's high multiplex PCR assay is capable of detecting the new #omicron #variant. #Seeegene will support countries in need of diagnostics to help slow Omicron’s spread. 

👉Read full article here 
https://t.co/LykoNhgNiI",2021-12-01T06:00:00Z
10,1465983578357915654,"Treasury yields rise amid omicron, Fed taper concerns #englishheadline #Treasury #yields #rise #omicron #Fed #taper #concerns https://t.co/gAd2kVHwE4",2021-12-01T06:00:00Z
11,1465983510536019977,"New evidence reveals that the #omicron variant of #COVID19 was already present in western Europe well before the first cases were officially identified in southern #Africa. @VOANews
https://t.co/65i2MW4SKo
FB: @voiceofamerica",2021-12-01T06:00:00Z
12,1465983497429032960,Wake up people of #Omicron .,2021-12-01T06:00:00Z
13,1465983495361024001,"Hello KasamBuhays! We're LIVE on Facebook, YouTube, and #SeenZoneChannel sa Kumu. We're talking with Dr. Eric Tayag now about #Omicron.

FB: https://t.co/1CIbSBLIsD
YT: https://t.co/Uq1oRiyolG",2021-12-01T06:00:00Z
14,1465983467120910336,"Love yourself first. 
You're all you have ❤
#wednesdaythought #WednesdayMotivation #Like #RETWEEET #MotivationalQuotes #love 
Don't forget to stay safe guys ✅
#Omicron #OmicronVariant #COVID19 #Covid_19 #covidvariant https://t.co/lMZSvlvx8J",2021-12-01T06:00:00Z
15,1465983440487022594,"#Omicron now in over 20 countries; Indian states step up measures https://t.co/Ky22c98pux via @IndianExpress 
#SaudiArabia detected its first case of Omicron.
#Nigeria confirmed its first cases of Omicron.
#Canadian province of #Alberta confirms first case of Omicron.",2021-12-01T06:00:00Z
16,1465983437119320064,"▪ OMICRON VARIANT

S. Korea on high alert as suspected Omicron variant detected

#COVID19variant #Omicron #highalert https://t.co/0yeOVSuAVl",2021-12-01T06:00:00Z
17,1465983436062171139,"When will the WSmedia address it’s misinformation campaign regarding the #Omicron #OmicronVariant South African origin? 🤔 European nations failed to report it, yet South Africa did, &amp; South Africa is punished by the white global gangs. But this is legitimate? How. 🤔",2021-12-01T06:00:00Z
18,1465983422552289281,"Nice to have @K_G_Andersen back here. Some nordic noir is exactly what this pandemic needed. ;)
Seriously: This is a great thread to catch you up on all things #omicron. https://t.co/o2pbEQeFXH",2021-12-01T06:00:00Z
19,1465983391325687816,"The People’s Covid Report with @QcMansfield 

Damning indictment of the U.K. government’s appalling handling of the #COVID19 pandemic! #covidvariant #omicron #OmicronVariant  #GrossNegligence https://t.co/Fno50TWQVZ",2021-12-01T06:00:00Z
20,1465983368105975809,"First customer in this morning...

""Why aren't you wearing a mask?""

Me: ""I don't have to, I'm behind a screen""

Them: ""Have you had your jabs?""

Me: ""Nope, none, and I've no intention either"".

Too early to be dealing with this shit!

#HappyHumpDay #Omicron",2021-12-01T06:00:00Z
21,1465983359973302275,@johnnjenga @_AfricanUnion @Blackgermans @thatonequeen @Mvmnt4BlkLives @FuturistGraeme @UserName_KOT @DeutscheWelle @rheinpfalz: This is no correction of what the headline explicitly states. The fact is that the #Omicron variant was sequenced in #SouthAfrica after occurring in Europe before. If #Africa were a person she could get a judicial correction on the front page. https://t.co/VQiXqtHYFS,2021-12-01T06:00:00Z
22,1465983350162735116,"#Omicron The biggest attempt to cover up #vaccine side effects and deaths. I'm sorry but your vaccine is Omicron
F",2021-12-01T06:00:00Z
23,1465983335872622592,"The resumption of international flights in India has been postponed due to the rising threat posed by the novel coronavirus strain Omicron, according to the country's aviation authorities. “

Read More :https://t.co/JNUIfUhswb

#Thehansindia #inernationalflights #omicron #variant https://t.co/kUDIHtcwkf",2021-12-01T06:00:00Z
24,1465983324279775234,"Don't forget your #facemask! New #COVID19 protocols are in place to help tackle #Omicron

Check out your obligations and where you need to wear a face covering https://t.co/IxVZHzH6Vi https://t.co/glgDhUkvhA",2021-12-01T06:00:00Z
25,1465983258991026178,"#Omicron variant may be ‘very positive’ news for the world if the new Covid mutation kills off the more lethal Delta coronavirus. Blessing in disguise?
Read More: 
https://t.co/wV0dk5GRBo",2021-12-01T06:00:00Z
26,1465983254293450752,"#rgpvonlineexam

Other universities are also situated in Madhya pradesh. While they are conducting online exams why #RGPV  is taking offline. Are we from another planet ?
#Omicron 
#RGPV 
#rgpvonlineexam#rgpvonlineexam",2021-12-01T06:00:00Z
27,1465983227236126723,"""Graham Brady, another of the more intellectually challenged MPs, reckoned that if the #Omicron variant was resistant to the vaccine then it was best all round if people died sooner than later. Then we’d know where we were.""  https://t.co/M0C1zRZCt1",2021-12-01T06:00:00Z
28,1465983163201728519,POTENTIAL THREAT: Colleges must prepare for the inevitable arrival of Omicron https://t.co/rSrPmikpmE via @insidehighered #highered #COVID19 #Omicron,2021-12-01T06:00:00Z
29,1465983153198309376,"Credit Suisse 3/4: to sober up and take stock. From our perspective, as USD bulls against both EUR and JPY before #Omicron emerged, the important element here is that the idea of longer-term rates divergence in favour of the USD has not been eliminated yet,",2021-12-01T06:00:00Z
30,1465983148886577157,"Credit Suisse 1/4: The arrival of the #Omicron variant poses a new threat to global growth and risky assets, and it's not surprising in that context to see both equity and rate volatility spike higher in the past week.",2021-12-01T06:00:00Z
31,1465983135741616131,"If you want to meet #JINHA than come to #UPElections2022 AND CONTACT MR. #AkhileshYadav 
ALL PARTIES SET THEIR AGENDA FOR #HINDU &amp; #muslims roits #BJP RISE #MATHURA MANDIR   AND REST ARE RISE MATHURA MASHJID
#Omicron #OmicronVariant #GMMTV2022 
#Bitcoin #chucky #ValimaiPongal",2021-12-01T06:00:00Z
32,1465983073602969602,"We had this video ready to launch this week and now #Omicron is with us and it feels very relevant. We can't solve a global pandemic one country at a time. We need vaccines for everyone, everywhere! https://t.co/qrEWhSKtSg",2021-12-01T06:00:00Z
33,1465983014710792196,"Children under the age of 2 account for about 10% of total hospital admissions in the #omicron epicenter Tshwane in South Africa , according to the National Institute for Communicable Diseases 
@nicd_sa
.",2021-12-01T06:00:00Z
34,1465983009971216385,"@GOVUK #Covid19 News: 
#Facecoverings #compulsory on #publictransport &amp; in #shops. #Internationalarrivals in #England to take day2 #PCRtest &amp; self-isolate til they test #negative.
All contact of poss #Omicron cases to #selfisolate for #10days. Find more at https://t.co/BLO3f4EfV2 https://t.co/0GcXsERrAQ",2021-12-01T06:00:00Z
35,1465982967898071047,"Business confidence dips in November. Markets &amp; Omnicron. Cost of living crisis could slow the recovery.  And more business news.

https://t.co/xpudergmJ4

#businessNews #economy #creditmanagement #SMEs #finance #smallbusiness #latepayments #omicron https://t.co/FznF4RpKxd",2021-12-01T06:00:00Z
36,1465982948201488389,Cruise ship #Hamburg with 300 persons on board denied docking at Puerto Madryn in #Argentina over #Omicron fears after #Covid case aboard. Ship had called at Buenos Aires where 152 people boarded &amp; 37 left ship. Ship was sailing to south Argentina when it was refused entry. #MIG https://t.co/Sqo0r8HW0f,2021-12-01T06:00:00Z
37,1465982945118851073,"With the rises of both the UK (alfa) and SA B1351 (beta) variants, WHO urged the world to combine sequencing with testing. 
The fear for travel bans since made all nations to ignore that call.
Resulting in SA now being the ultimate messenger being shot at. Shame on all.
#omicron https://t.co/9EwGJ5Z9Aw",2021-12-01T06:00:00Z
38,1465982926647029763,"🔲 India defers resumption of international flights due to omicron alert

#COVID19 #Omicron #OmicronVariant #CoronavirusPandemic https://t.co/Z26WE9Dxzt",2021-12-01T06:00:00Z
39,1465982782522355712,"#Omicron variant of #Covid poses a ""very high"" global risk and could have ""severe consequences"" where there are surges, the World Health Organisation (@WHO) said.
Will the govt cancell #UPElections2022? https://t.co/T4uwfO8sJF",2021-12-01T06:00:00Z
40,1465982770954526720,The latest SOUTHERN LIGHT NEWS LLC! https://t.co/Eio26q7KZ8 Thanks to @NYUneurologyres @KeishaBlain @UCR_ScienceNews #covid_19 #omicron,2021-12-01T06:00:00Z
41,1465982755540332545,"India has delayed resumption of international flights in view of the emerging threat from the new coronavirus variant #Omicron, aviation regulator said

https://t.co/gAjQw29rnl",2021-12-01T06:00:00Z
42,1465982732975157248,"The reports of #Omicron are overblown and just another feather in the cap of sensational news media. Instead of fixing their horrid science communication around COVID and the jabs, they jump on to the next fear fuel to generate clicks.",2021-12-01T06:00:00Z
43,1465982731167358981,"@murtazasolangi Over a year into the pandemic, Pakistani students say they fear losing their qualifications from Chinese universities, as thousands of them remain stranded at home. || #Pakistan #coronavirus #Omicron https://t.co/mW2xpx4YKZ",2021-12-01T06:00:00Z
44,1465982727161847810,"If I were a journalist, the question I'd now be asking is how many of the 13 #Omicron cases on the KLM flight from South Africa are now experiencing disease. It's been 5 days.",2021-12-01T06:00:00Z
45,1465982640306241540,"#Omicron is making my portfolio value chart look like a rollercoaster! No need to panic, we are playing the long game!

#Investing #Stocks #StockMarket #Finance",2021-12-01T06:00:00Z
46,1465982615559811072,@IndependentSage Should we be moving to a more strategic lockdown approach with the aim of eradication since #Omicron has shown high resistance to current vaccination.,2021-12-01T06:00:00Z
47,1465982566054387716,"This got hidden in the detail…..#Omicron #Isolation #DoubleJabbed

https://t.co/1ZoPMYnqxU",2021-12-01T06:00:00Z
48,1465982544973758465,"COVID-19 | Mumbai: Negative RT-PCR test mandatory for domestic passengers 
#Covid_19 #covidvariant #Mumbai #omicron 
https://t.co/7ePuSe8v0L",2021-12-01T06:00:00Z
49,1465982533540012039,Food for thought #omicron #COVIDIOTS https://t.co/cXfmT9DvgO,2021-12-01T06:00:00Z
50,1465982529773752326,"@meganranney @JohnLWalmsley And see the tweet following this one for the answer. 
#ToryCovidCatastrophe #Omicron https://t.co/I0JDHmZ90q",2021-12-01T06:00:00Z
51,1465982506440675332,"#Omicron has probably already spread around the world. '
 A new type of #coronavirus, Omicron, has probably already spread around the world. Because, it is not yet clear how well it can be identified by the existing PCR test.  This was stated by Andrei Isayev, founder and head of https://t.co/NQycZmAS2W",2021-12-01T06:00:00Z
52,1465982484680785922,"#SaudiArabia confirmed Wednesday its first case of the COVID-19 #omicron variant on a passenger coming from a north African country, state news agency SPA reported.

https://t.co/AGPhvnI238 https://t.co/hozh9ziewz",2021-12-01T06:00:00Z
53,1465982477789454337,@US_FDA get your shit together and approve Lenzilumab now. The fiasco behind Merck’s approval makes it very clear it’s not our data that is in question! #Omicron #COVID19 $HGEN https://t.co/HtPcvSy3uL https://t.co/7Z63RIlxEW,2021-12-01T06:00:00Z
54,1465982477655232512,"@RandPaul have some your staff really do a deep dive on #COVAXIN You and the @GOP  will have everything you need to show America how money, greed, and politics supercedes doing the right thing for all. #COVAXIN stops it all for less. #Omicron @Ocugen @BharatBiotech #coronavirus",2021-12-01T06:00:00Z
55,1465982449314250755,"India delays resumption of worldwide flights in the midst of #Omicron emergency.
#OmicronVarient #Covid19 https://t.co/rJ90fFG3bt",2021-12-01T06:00:00Z
56,1465982375637172225,"BREAKING: Saudi Arabia confirms case of omicron variant 

#DialoguePakistan #Omicron #SaudiArabia https://t.co/ytLT7XhCaX",2021-12-01T06:00:00Z
57,1465982334646173701,"#Omicron trending #nifty50 1%+ #banknifty  1.75%+  #niftyit  1.25%+ while, bearish bias across social media.
#stockmarkets have their own way to interpret/discount v early &amp; v fast 
Nifty topped out at 18600 mid Oct when WFH was giving way to back to office. Nobody feared covid",2021-12-01T06:00:00Z
58,1465982332846936068,It is good to see almost everyone with a face covering today. Although this train has less passengers than over the last few weeks. I wonder if that will be the case across the rail network as people try to stem the spread of the #Omicron variant. https://t.co/G3wEHJ2mMm,2021-12-01T06:00:00Z
59,1465982324756123651,Rand Paul responds to Anthony Fauci's 'I represent science' declaration https://t.co/Kx9rDE5Q6o via @YouTube @RandPaul while you are addressing fake news you going to address #Omicron European origins? 🤡,2021-12-01T06:00:00Z
60,1465982321090256898,"DGCA India Postpones Resumption of Scheduled International Flights

#Aviation #AviationNews #COVID19 #DGCA #India #InternationalArrivals #InternationalFlights #Omicron #ScheduledFlights

https://t.co/bRQzHOEaxx https://t.co/KWCHpDrn8o",2021-12-01T06:00:00Z
61,1465982314098397188,"""FOR THE AVERAGE PERSON, IT'S GET YOUR BOOSTER OR GET YOUR VACCINE—THERE'S NOTHING THAT THEY SHOULD REALLY WORRY ABOUT RIGHT NOW.""
⁦@RSNA⁩ ⁦@JohnsHopkins⁩ #rsna21 #covid #omicron  https://t.co/KKomaKWm7J",2021-12-01T06:00:00Z
62,1465982279323377665,"When international travel is incumbent upon travellers being fully vaccinated and testing negative for COVID-19, why are countries closing down borders again? This isn’t sustainable, &amp; stigmatises people on the basis of their country of origin. #Omicron",2021-12-01T06:00:00Z
63,1465982238848389123,"huh?
The stupidity of what @sajidjavid said here cannot be understated.
If you're in *any* enclosed space with people wear a damn mask.
#covidvariant 
#Omicron https://t.co/pSw3wHVLAv",2021-12-01T06:00:00Z
64,1465982202261524485,"⚠ Wednesday  Brief ⚠ 

🇺🇸 #Fed Powell Ditches ‘Transitory’ Tag 
🇮🇱 🌎 First Signs Suggest #Vaccine Protects against #Omicron
...

https://t.co/yjPA0QYVDT",2021-12-01T06:00:00Z
65,1465982201477033987,"@DGCAIndia: 

▶️Will notify in due course the date of resumption of scheduled commercial international passenger airline services to/from India

▶️Situation being watched closely in view of  #Omicron 

#PIBKochi @ndmaindia @PIB_India @KirenRijiju @MOS_MEA  @MoCA_GoI https://t.co/Ei3vyTQTVn",2021-12-01T06:00:00Z
66,1465982192769716224,"@Crypto100n8 Resistance is Futile  - Welcome to global slavery 
Resistance is Futile  - Welcome to global slavery 
Resistance is Futile  - Welcome to global slavery 
#VaccineMandate #COVID19 #covidvariant   #NoVaccinePassports #NoVaccineMandate #tyranny #breakingnews #omicron #greece https://t.co/EOL5MOvJgZ",2021-12-01T06:00:00Z
67,1465982171047469058,While we await more data on #Omicron #OmicronVariant - good #ventilation #freshair is a simple measure we can all implement to reduce the spread of #COVID19. @projecthalo @GOVUK @NHSuk @Medics4W @muslimdoccymru @britsocimm @WelshGovernment #ventilation #freshair #COVIDisAirborne https://t.co/bpupv9tWq9,2021-12-01T06:00:00Z
68,1465982152223465472,"because corona is sticking to its "" new year new me "" resolution &amp; #Omicron is gonna get us all stuck in our houses soon. https://t.co/HRa8Xp7JFj https://t.co/uBBLBSJUgb",2021-12-01T06:00:00Z
