,id,text,start_time
0,1465047821204144128,Mild? “Hospitalisation is soaring in South Africa” #auspol #Omicron #COVID19 https://t.co/gq36HHM9HK,2021-11-28T16:00:00Z
1,1465047813255950336,"#Breaking Another Coup In Pakistan?

#Pakistan #ImranKhan #PakistanArmy #Usa #UK #Turkey #Afghanistan #Taliban #Iran #Israel #China #Japan #Indonesia #UK #France #tlpprotest #SaadRizvi #Riots #UN #Israel #Australia #Isisk #Iraq #Syria 
#India #Omicron
👇

https://t.co/ihdEW4CDUh https://t.co/63Ya3P6nbH",2021-11-28T16:00:00Z
2,1465047804905205767,"$OMIC #Omicron up 350% 

😀 🔫 https://t.co/aMP8kmUt2w",2021-11-28T16:00:00Z
3,1465047788056727552,"Calm down, everyone. #Omicron https://t.co/dKCtQzbXOS",2021-11-28T16:00:00Z
4,1465047771988303873,"COVID-19: Why the world is worried about new variant Omicron
Extremely high number of mutations in the coronavirus strain may make it highly infectious (Gulf News)
#gulfnews #Omicron #COVIDIOTS #covidvariant",2021-11-28T16:00:00Z
5,1465047757404606468,"@RSBNetwork #OMICRON = VERY MILD SYMPTOMS... in other words, it's the coming flu, with no loss of taste, or smell!

#FraudFauci &amp; @JoeBiden Admin use this to continue to spread fear!!!!

S.African doctor says patients with Omicron variant have ""very mild"" symptoms!
https://t.co/jaMhNXOYZf",2021-11-28T16:00:00Z
6,1465047755383005197,"@GovCanHealth We need Treatments that work regardless of #Omicron or #Delta Variant🦠
🇨🇦 Pill #Bucillamine targets mild to moderate #Covid19 cases in any Current or future Strain🎯
Made by @Revive_RVV

Ph3 pending #FDA EUA by EOY '21

INFO: https://t.co/y3XJ6v8Ykl",2021-11-28T16:00:00Z
7,1465047752996442112,"Austria 🇦🇹 

#lockdown 
Covid 🦠
#Omicron #XiVariant https://t.co/5Ef7tKWplR",2021-11-28T16:00:00Z
8,1465047747699085318,"A cripple has walked 
#MenegaiFour
#Omicron 
#MilanSassuolo
#RomaTorino
 #CovidGesetz
 #Pflegeinitiative
#Sassuolo
https://t.co/v4q8dB7igU",2021-11-28T16:00:00Z
9,1465047735627923456,"@JennaEllisEsq #Omicron is the new '' variant '' but is there also a 1963 movie with the same name? Weird! 👀👽🤔
https://t.co/FFQVdKyOaz",2021-11-28T16:00:00Z
10,1465047734742765572,#LIVE NOW - TICKER NEWS  | #BREAKING UK has officially called an urgent meeting of G-7 health ministers amid growing concerns about #Omicron covid variant https://t.co/YMx4o2u6uB,2021-11-28T16:00:00Z
